index,Isolate,AMIKACIN,AMOXICILLIN,AMOXICILLIN_CLAVULANATE,CAPREOMYCIN,CIPROFLOXACIN,CLARITHROMYCIN,CLOFAZIMINE,CYCLOSERINE,ETHAMBUTOL,ETHIONAMIDE,GATIFLOXACIN,ISONIAZID,KANAMYCIN,LEVOFLOXACIN,MOXIFLOXACIN,NICOTINAMIDE,OFLOXACIN,PARA-AMINOSALICYLIC_ACID,PROTHIONAMIDE,PYRAZINAMIDE,RIFABUTIN,RIFAMPICIN,STREPTOMYCIN,category,ETHIOMIDE,IMIPENEM,LINEZOLID,OXIFLOXACIN,PARA_AMINOSALICYLIC_ACID,run,run_combined,bioproject,biosample,internal,path,Isolate_original,accessions
17830,ERR2510584,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510584,ERR2510584,PRJEB25972,SAMEA1102281,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510584.cut.vcf,ERR2510584,ERR2510584
17836,ERR2510577,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510577,ERR2510577,PRJEB25972,SAMEA1102262,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510577.cut.vcf,ERR2510577,ERR2510577
17839,ERR2510574,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510574,ERR2510574,PRJEB25972,SAMEA1102259,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510574.cut.vcf,ERR2510574,ERR2510574
17840,ERR2510573,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510573,ERR2510573,PRJEB25972,SAMEA1102258,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510573.cut.vcf,ERR2510573,ERR2510573
17841,ERR2510572,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510572,ERR2510572,PRJEB25972,SAMEA1102257,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510572.cut.vcf,ERR2510572,ERR2510572
17845,ERR2510568,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510568,ERR2510568,PRJEB25972,SAMEA1102253,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510568.cut.vcf,ERR2510568,ERR2510568
17849,ERR2510564,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510564,ERR2510564,PRJEB25972,SAMEA1102246,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510564.cut.vcf,ERR2510564,ERR2510564
17851,ERR2510562,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510562,ERR2510562,PRJEB25972,SAMEA1102240,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510562.cut.vcf,ERR2510562,ERR2510562
17852,ERR2510561,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510561,ERR2510561,PRJEB25972,SAMEA1102239,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510561.cut.vcf,ERR2510561,ERR2510561
17853,ERR2510560,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510560,ERR2510560,PRJEB25972,SAMEA1102238,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510560.cut.vcf,ERR2510560,ERR2510560
17856,ERR2510557,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510557,ERR2510557,PRJEB25972,SAMEA1102235,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510557.cut.vcf,ERR2510557,ERR2510557
17857,ERR2510556,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510556,ERR2510556,PRJEB25972,SAMEA1102234,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510556.cut.vcf,ERR2510556,ERR2510556
17860,ERR2510553,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510553,ERR2510553,PRJEB25972,SAMEA1102225,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510553.cut.vcf,ERR2510553,ERR2510553
17863,ERR2510550,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510550,ERR2510550,PRJEB25972,SAMEA1102222,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510550.cut.vcf,ERR2510550,ERR2510550
17866,ERR2510547,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510547,ERR2510547,PRJEB25972,SAMEA1102216,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510547.cut.vcf,ERR2510547,ERR2510547
17870,ERR2510543,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510543,ERR2510543,PRJEB25972,SAMEA1102212,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510543.cut.vcf,ERR2510543,ERR2510543
17872,ERR2510541,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510541,ERR2510541,PRJEB25972,SAMEA1102186,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510541.cut.vcf,ERR2510541,ERR2510541
17882,ERR2510531,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510531,ERR2510531,PRJEB25972,SAMEA1101889,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510531.cut.vcf,ERR2510531,ERR2510531
17884,ERR2510529,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510529,ERR2510529,PRJEB25972,SAMEA1101887,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510529.cut.vcf,ERR2510529,ERR2510529
17885,ERR2510528,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510528,ERR2510528,PRJEB25972,SAMEA1101886,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510528.cut.vcf,ERR2510528,ERR2510528
17888,ERR2510525,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510525,ERR2510525,PRJEB25972,SAMEA1101883,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510525.cut.vcf,ERR2510525,ERR2510525
17889,ERR2510524,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510524,ERR2510524,PRJEB25972,SAMEA1101882,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510524.cut.vcf,ERR2510524,ERR2510524
17894,ERR2510518,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510518,ERR2510518,PRJEB25972,SAMEA1101876,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510518.cut.vcf,ERR2510518,ERR2510518
17896,ERR2510516,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510516,ERR2510516,PRJEB25972,SAMEA1101839,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510516.cut.vcf,ERR2510516,ERR2510516
17899,ERR2510513,,,,,,,,,R,,,R,S,,,,R,,,R,,R,R,set4_matthias_new_vcf,,,,,,ERR2510513,ERR2510513,PRJEB25972,SAMEA1101836,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510513.cut.vcf,ERR2510513,ERR2510513
17903,ERR2510509,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510509,ERR2510509,PRJEB25972,SAMEA1101826,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510509.cut.vcf,ERR2510509,ERR2510509
17906,ERR2510506,,,,,,,,,S,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510506,ERR2510506,PRJEB25972,SAMEA1101817,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510506.cut.vcf,ERR2510506,ERR2510506
17910,ERR2510502,,,,,,,,,S,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510502,ERR2510502,PRJEB25972,SAMEA1101813,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510502.cut.vcf,ERR2510502,ERR2510502
17912,ERR2510500,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510500,ERR2510500,PRJEB25972,SAMEA1101808,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510500.cut.vcf,ERR2510500,ERR2510500
17913,ERR2510499,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510499,ERR2510499,PRJEB25972,SAMEA1101807,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510499.cut.vcf,ERR2510499,ERR2510499
17914,ERR2510498,,,,,,,,,S,,,S,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510498,ERR2510498,PRJEB25972,SAMEA1101805,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510498.cut.vcf,ERR2510498,ERR2510498
17916,ERR2510496,,,,,,,,,NAN,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510496,ERR2510496,PRJEB25972,SAMEA1101802,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510496.cut.vcf,ERR2510496,ERR2510496
17917,ERR2510495,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510495,ERR2510495,PRJEB25972,SAMEA1101800,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510495.cut.vcf,ERR2510495,ERR2510495
17919,ERR2510493,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510493,ERR2510493,PRJEB25972,SAMEA1101797,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510493.cut.vcf,ERR2510493,ERR2510493
17922,ERR2510490,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510490,ERR2510490,PRJEB25972,SAMEA1101792,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510490.cut.vcf,ERR2510490,ERR2510490
17923,ERR2510489,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510489,ERR2510489,PRJEB25972,SAMEA1101791,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510489.cut.vcf,ERR2510489,ERR2510489
17924,ERR2510488,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510488,ERR2510488,PRJEB25972,SAMEA1101790,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510488.cut.vcf,ERR2510488,ERR2510488
17929,ERR2510483,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510483,ERR2510483,PRJEB25972,SAMEA1101785,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510483.cut.vcf,ERR2510483,ERR2510483
17930,ERR2510482,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510482,ERR2510482,PRJEB25972,SAMEA1101784,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510482.cut.vcf,ERR2510482,ERR2510482
17931,ERR2510481,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510481,ERR2510481,PRJEB25972,SAMEA1101783,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510481.cut.vcf,ERR2510481,ERR2510481
17934,ERR2510478,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510478,ERR2510478,PRJEB25972,SAMEA1101778,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510478.cut.vcf,ERR2510478,ERR2510478
17935,ERR2510477,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510477,ERR2510477,PRJEB25972,SAMEA1101777,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510477.cut.vcf,ERR2510477,ERR2510477
17936,ERR2510476,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510476,ERR2510476,PRJEB25972,SAMEA1101776,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510476.cut.vcf,ERR2510476,ERR2510476
17937,ERR2510475,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510475,ERR2510475,PRJEB25972,SAMEA1101775,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510475.cut.vcf,ERR2510475,ERR2510475
17940,ERR2510472,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510472,ERR2510472,PRJEB25972,SAMEA1101771,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510472.cut.vcf,ERR2510472,ERR2510472
17941,ERR2510471,,,,,,,,,S,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510471,ERR2510471,PRJEB25972,SAMEA1101770,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510471.cut.vcf,ERR2510471,ERR2510471
17942,ERR2510470,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510470,ERR2510470,PRJEB25972,SAMEA1101769,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510470.cut.vcf,ERR2510470,ERR2510470
17950,ERR2510462,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510462,ERR2510462,PRJEB25972,SAMEA1101760,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510462.cut.vcf,ERR2510462,ERR2510462
17954,ERR2510458,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510458,ERR2510458,PRJEB25972,SAMEA1101756,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510458.cut.vcf,ERR2510458,ERR2510458
17962,ERR2510450,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510450,ERR2510450,PRJEB25972,SAMEA1101748,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510450.cut.vcf,ERR2510450,ERR2510450
17965,ERR2510447,,,,,,,,,S,,,R,,,,,,,,S,,S,,set4_matthias_new_vcf,,,,,,ERR2510447,ERR2510447,PRJEB25972,SAMEA1101745,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510447.cut.vcf,ERR2510447,ERR2510447
17966,ERR2510446,,,,,,,,,S,,,R,,,,,,,,S,,S,,set4_matthias_new_vcf,,,,,,ERR2510446,ERR2510446,PRJEB25972,SAMEA1101744,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510446.cut.vcf,ERR2510446,ERR2510446
17969,ERR2510443,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510443,ERR2510443,PRJEB25972,SAMEA1101741,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510443.cut.vcf,ERR2510443,ERR2510443
17971,ERR2510441,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510441,ERR2510441,PRJEB25972,SAMEA1101739,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510441.cut.vcf,ERR2510441,ERR2510441
17978,ERR2510434,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510434,ERR2510434,PRJEB25972,SAMEA1101732,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510434.cut.vcf,ERR2510434,ERR2510434
17979,ERR2510433,,,,,,,,,S,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510433,ERR2510433,PRJEB25972,SAMEA1101731,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510433.cut.vcf,ERR2510433,ERR2510433
17983,ERR2510429,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510429,ERR2510429,PRJEB25972,SAMEA1101727,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510429.cut.vcf,ERR2510429,ERR2510429
17988,ERR2510424,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510424,ERR2510424,PRJEB25972,SAMEA1101722,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510424.cut.vcf,ERR2510424,ERR2510424
17991,ERR2510421,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510421,ERR2510421,PRJEB25972,SAMEA1101719,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510421.cut.vcf,ERR2510421,ERR2510421
17992,ERR2510420,,,,,,,,,NAN,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510420,ERR2510420,PRJEB25972,SAMEA1101718,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510420.cut.vcf,ERR2510420,ERR2510420
17995,ERR2510417,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510417,ERR2510417,PRJEB25972,SAMEA1101715,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510417.cut.vcf,ERR2510417,ERR2510417
17997,ERR2510415,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510415,ERR2510415,PRJEB25972,SAMEA1101713,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510415.cut.vcf,ERR2510415,ERR2510415
17998,ERR2510414,,,,,,,,,S,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510414,ERR2510414,PRJEB25972,SAMEA1101712,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510414.cut.vcf,ERR2510414,ERR2510414
17999,ERR2510413,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510413,ERR2510413,PRJEB25972,SAMEA1101711,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510413.cut.vcf,ERR2510413,ERR2510413
18000,ERR2510412,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510412,ERR2510412,PRJEB25972,SAMEA1101710,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510412.cut.vcf,ERR2510412,ERR2510412
18001,ERR2510411,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510411,ERR2510411,PRJEB25972,SAMEA1101709,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510411.cut.vcf,ERR2510411,ERR2510411
18002,ERR2510410,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510410,ERR2510410,PRJEB25972,SAMEA1101708,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510410.cut.vcf,ERR2510410,ERR2510410
18003,ERR2510409,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510409,ERR2510409,PRJEB25972,SAMEA1101707,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510409.cut.vcf,ERR2510409,ERR2510409
18005,ERR2510407,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510407,ERR2510407,PRJEB25972,SAMEA1101705,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510407.cut.vcf,ERR2510407,ERR2510407
18009,ERR2510403,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510403,ERR2510403,PRJEB25972,SAMEA1101701,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510403.cut.vcf,ERR2510403,ERR2510403
18010,ERR2510402,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510402,ERR2510402,PRJEB25972,SAMEA1101700,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510402.cut.vcf,ERR2510402,ERR2510402
18013,ERR2510399,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510399,ERR2510399,PRJEB25972,SAMEA1101697,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510399.cut.vcf,ERR2510399,ERR2510399
18014,ERR2510398,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510398,ERR2510398,PRJEB25972,SAMEA1101696,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510398.cut.vcf,ERR2510398,ERR2510398
18017,ERR2510395,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510395,ERR2510395,PRJEB25972,SAMEA1101693,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510395.cut.vcf,ERR2510395,ERR2510395
18018,ERR2510394,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510394,ERR2510394,PRJEB25972,SAMEA1101692,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510394.cut.vcf,ERR2510394,ERR2510394
18022,ERR2510390,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510390,ERR2510390,PRJEB25972,SAMEA1101688,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510390.cut.vcf,ERR2510390,ERR2510390
18026,ERR2510386,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510386,ERR2510386,PRJEB25972,SAMEA1101683,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510386.cut.vcf,ERR2510386,ERR2510386
18027,ERR2510385,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510385,ERR2510385,PRJEB25972,SAMEA1101682,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510385.cut.vcf,ERR2510385,ERR2510385
18036,ERR2510376,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510376,ERR2510376,PRJEB25972,SAMEA1101673,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510376.cut.vcf,ERR2510376,ERR2510376
18039,ERR2510373,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510373,ERR2510373,PRJEB25972,SAMEA1101670,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510373.cut.vcf,ERR2510373,ERR2510373
18042,ERR2510370,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510370,ERR2510370,PRJEB25972,SAMEA1101666,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510370.cut.vcf,ERR2510370,ERR2510370
18043,ERR2510369,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510369,ERR2510369,PRJEB25972,SAMEA1101665,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510369.cut.vcf,ERR2510369,ERR2510369
18044,ERR2510368,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510368,ERR2510368,PRJEB25972,SAMEA1101663,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510368.cut.vcf,ERR2510368,ERR2510368
18046,ERR2510366,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510366,ERR2510366,PRJEB25972,SAMEA1101661,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510366.cut.vcf,ERR2510366,ERR2510366
18047,ERR2510365,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510365,ERR2510365,PRJEB25972,SAMEA1101660,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510365.cut.vcf,ERR2510365,ERR2510365
18048,ERR2510364,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510364,ERR2510364,PRJEB25972,SAMEA1101659,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510364.cut.vcf,ERR2510364,ERR2510364
18051,ERR2510361,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510361,ERR2510361,PRJEB25972,SAMEA1101632,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510361.cut.vcf,ERR2510361,ERR2510361
18052,ERR2510360,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510360,ERR2510360,PRJEB25972,SAMEA1101631,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510360.cut.vcf,ERR2510360,ERR2510360
18054,ERR2510358,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510358,ERR2510358,PRJEB25972,SAMEA1101629,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510358.cut.vcf,ERR2510358,ERR2510358
18056,ERR2510356,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510356,ERR2510356,PRJEB25972,SAMEA1101627,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510356.cut.vcf,ERR2510356,ERR2510356
18061,ERR2510351,,,,,,,,,S,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510351,ERR2510351,PRJEB25972,SAMEA1101621,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510351.cut.vcf,ERR2510351,ERR2510351
18074,ERR2510338,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510338,ERR2510338,PRJEB25972,SAMEA1101608,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510338.cut.vcf,ERR2510338,ERR2510338
